"volcano_number" "volcano_name" "region" "subregion" "country" "latitude" "longitude" "tectonic_settings" "primary_volcano_type" "elevation" "last_eruption_year" "years_ago" "evidence_category" "population_within_5_km" "population_within_10_km" "population_within_30_km" "population_within_100_km" "major_rock_1" "major_rock_2" "major_rock_3" "major_rock_4" "major_rock_5" "minor_rock_1" "minor_rock_2" "minor_rock_3" "minor_rock_4" "minor_rock_5"
"72" 320160 "Silverthrone" "Canada and Western USA" "Canada" "Canada" 51.43 -126.3 "Subduction zone / Continental crust (>25 km)" "Caldera" 3160 NA NA "Evidence Credible" 7 7 67 1278 "Andesite / Basaltic Andesite" "Rhyolite" "Dacite" " " " " " " " " " " " " " "
"73" 357042 "Calabozos" "South America" "Central Chile and Argentina" "Chile" -35.558 -70.496 "Subduction zone / Continental crust (>25 km)" "Caldera" 3508 NA NA "Evidence Credible" 550 550 1023 305637 "Dacite" "Andesite / Basaltic Andesite" " " " " " " " " " " " " " " " "
"74" 357023 "Atuel, Caldera del" "South America" "Central Chile and Argentina" "Argentina" -34.65 -70.05 "Subduction zone / Continental crust (>25 km)" "Caldera" 5189 NA NA "Evidence Credible" 297 297 1003 676916 "Andesite / Basaltic Andesite" "Dacite" "Basalt / Picro-Basalt" " " " " " " " " " " " " " "
"75" 345050 "Barva" "México and Central America" "Costa Rica" "Costa Rica" 10.135 -84.1 "Subduction zone / Continental crust (>25 km)" "Complex" 2906 -6050 8070 "Eruption Dated" 177 8018 2004665 3399329 "Andesite / Basaltic Andesite" "Basalt / Picro-Basalt" "Dacite" " " " " " " " " " " " " " "
"76" 300210 "Gamchen" "Kamchatka and Mainland Asia" "Kamchatka Peninsula" "Russia" 54.974 160.703 "Subduction zone / Continental crust (>25 km)" "Complex" 2539 -550 2570 "Eruption Dated" 0 0 382 3829 "Basalt / Picro-Basalt" "Andesite / Basaltic Andesite" " " " " " " " " " " " " " " " "
"77" 320180 "Meager" "Canada and Western USA" "Canada" "Canada" 50.63 -123.5 "Subduction zone / Continental crust (>25 km)" "Complex" 2680 -410 2430 "Eruption Dated" 1 111 307 17662 "Dacite" "Andesite / Basaltic Andesite" " " " " " " "Basalt / Picro-Basalt" " " " " " " " "
"78" 355011 "Taapaca" "South America" "Northern Chile, Bolivia and Argentina" "Chile" -18.1 -69.5 "Subduction zone / Continental crust (>25 km)" "Complex" 5860 -320 2340 "Eruption Dated" 3 87 1994 505369 "Dacite" "Andesite / Basaltic Andesite" " " " " " " " " " " " " " " " "
"79" 322070 "Three Sisters" "Canada and Western USA" "USA (Oregon)" "United States" 44.133 -121.767 "Subduction zone / Continental crust (>25 km)" "Complex" 3159 440 1580 "Eruption Dated" 0 0 5672 279885 "Andesite / Basaltic Andesite" "Basalt / Picro-Basalt" "Dacite" " " " " "Rhyolite" " " " " " " " "
"80" 360100 "Trois Pitons, Morne" "West Indies" "West Indies" "Dominica" 15.37 -61.33 "Subduction zone / Oceanic crust (< 15 km)" "Complex" 1387 920 1100 "Eruption Dated" 2493 29522 62348 687847 "Andesite / Basaltic Andesite" " " " " " " " " " " " " " " " " " "
"81" 211030 "Ischia" "Mediterranean and Western Asia" "Italy" "Italy" 40.73 13.897 "Subduction zone / Continental crust (>25 km)" "Complex" 789 1302 718 "Eruption Observed" 18669 20210 383661 5729354 "Trachyte / Trachydacite" "Trachyandesite / Basaltic Trachyandesite" " " " " " " "Phonolite" "Trachybasalt / Tephrite Basanite" "Phono-tephrite /  Tephri-phonolite" " " " "
"82" 263130 "Guntur" "Indonesia" "Java" "Indonesia" -7.143 107.84 "Subduction zone / Continental crust (>25 km)" "Complex" 2249 1847 173 "Eruption Observed" 4652 218012 3412038 24486191 "Andesite / Basaltic Andesite" "Basalt / Picro-Basalt" " " " " " " " " " " " " " " " "
"83" 283240 "Iwatesan" "Japan, Taiwan, Marianas" "Honshu" "Japan" 39.853 141.001 "Subduction zone / Continental crust (>25 km)" "Complex" 2038 1919 101 "Eruption Observed" 439 18462 415920 2976795 "Basalt / Picro-Basalt" "Andesite / Basaltic Andesite" " " " " " " " " " " " " " " " "
"84" 283190 "Zaozan [Zaosan]" "Japan, Taiwan, Marianas" "Honshu" "Japan" 38.144 140.44 "Subduction zone / Continental crust (>25 km)" "Complex" 1841 1940 80 "Eruption Observed" 632 4681 550409 4956958 "Andesite / Basaltic Andesite" "Basalt / Picro-Basalt" "Dacite" " " " " " " " " " " " " " "
"85" 344080 "Pilas, Las" "México and Central America" "Nicaragua" "Nicaragua" 12.495 -86.688 "Subduction zone / Continental crust (>25 km)" "Complex" 1088 1954 66 "Eruption Observed" 182 8324 299481 3351820 "Andesite / Basaltic Andesite" "Basalt / Picro-Basalt" "Dacite" " " " " " " " " " " " " " "
"86" 250010 "St. Andrew Strait" "Melanesia and Australia" "Admiralty Islands" "Papua New Guinea" -2.38 147.35 "Subduction zone / Oceanic crust (< 15 km)" "Complex" 270 1957 63 "Eruption Observed" 633 678 2870 47539 "Rhyolite" " " " " " " " " " " " " " " " " " "
"87" 257010 "Suretamatai" "Melanesia and Australia" "Vanuatu" "Vanuatu" -13.8 167.47 "Subduction zone / Intermediate crust (15-25 km)" "Complex" 921 1966 54 "Eruption Observed" 68 3509 5555 9242 "Andesite / Basaltic Andesite" "Basalt / Picro-Basalt" "Dacite" " " " " " " " " " " " " " "
"88" 282020 "Io-Torishima" "Japan, Taiwan, Marianas" "Ryukyu Islands and Kyushu" "Japan" 27.881 128.223 "Subduction zone / Oceanic crust (< 15 km)" "Complex" 212 1968 52 "Eruption Observed" 0 0 0 52818 "Andesite / Basaltic Andesite" " " " " " " " " " " " " " " " " " "
"89" 264140 "Kelimutu" "Indonesia" "Lesser Sunda Islands" "Indonesia" -8.77 121.82 "Subduction zone / Crustal thickness unknown" "Complex" 1639 1968 52 "Eruption Observed" 746 9896 118605 606946 "Andesite / Basaltic Andesite" "Basalt / Picro-Basalt" " " " " " " " " " " " " " " " "
"90" 251050 "Long Island" "Melanesia and Australia" "Northeast of New Guinea" "Papua New Guinea" -5.358 147.12 "Subduction zone / Continental crust (>25 km)" "Complex" 1280 1993 27 "Eruption Observed" 172 2023 4017 78803 "Andesite / Basaltic Andesite" "Basalt / Picro-Basalt" " " " " " " " " " " " " " " " "
"91" 282100 "Unzendake" "Japan, Taiwan, Marianas" "Ryukyu Islands and Kyushu" "Japan" 32.761 130.299 "Subduction zone / Continental crust (>25 km)" "Complex" 1483 1996 24 "Eruption Observed" 6979 76424 444737 7313362 "Andesite / Basaltic Andesite" "Dacite" " " " " " " " " " " " " " " " "
"92" 300060 "Mutnovsky" "Kamchatka and Mainland Asia" "Kamchatka Peninsula" "Russia" 52.449 158.196 "Subduction zone / Continental crust (>25 km)" "Complex" 2288 2000 20 "Eruption Observed" 0 0 97 250858 "Basalt / Picro-Basalt" " " " " " " " " "Andesite / Basaltic Andesite" "Dacite" " " " " " "
"93" 261030 "Peuet Sague" "Indonesia" "Sumatra" "Indonesia" 4.903 96.289 "Subduction zone / Continental crust (>25 km)" "Complex" 2785 2000 20 "Eruption Observed" 53 144 16227 1862448 "Andesite / Basaltic Andesite" "Dacite" " " " " " " " " " " " " " " " "
"94" 264090 "Inielika" "Indonesia" "Lesser Sunda Islands" "Indonesia" -8.73 120.98 "Subduction zone / Crustal thickness unknown" "Complex" 1559 2001 19 "Eruption Observed" 4601 27281 162299 818815 "Andesite / Basaltic Andesite" " " " " " " " " " " " " " " " " " "
"95" 264200 "Leroboleng" "Indonesia" "Lesser Sunda Islands" "Indonesia" -8.365 122.833 "Subduction zone / Crustal thickness unknown" "Complex" 1095 2003 17 "Eruption Observed" 9164 26794 358627 896194 "Andesite / Basaltic Andesite" " " " " " " " " " " " " " " " " " "
"96" 266020 "Ambang" "Indonesia" "Sulawesi" "Indonesia" 0.75 124.42 "Subduction zone / Continental crust (>25 km)" "Complex" 1795 2005 15 "Eruption Observed" 9155 46469 319137 1730602 "Andesite / Basaltic Andesite" " " " " " " " " " " " " " " " " " "
"97" 264250 "Iliwerung" "Indonesia" "Lesser Sunda Islands" "Indonesia" -8.53 123.57 "Subduction zone / Crustal thickness unknown" "Complex" 1018 2013 7 "Eruption Observed" 968 4318 79569 665081 "Basalt / Picro-Basalt" "Andesite / Basaltic Andesite" " " " " " " " " " " " " " " " "
"98" 290070 "Etorofu-Yakeyama [Grozny Group]" "Kuril Islands" "Kuril Islands" "Japan - administered by Russia" 45.012 147.871 "Subduction zone / Intermediate crust (15-25 km)" "Complex" 1158 2013 7 "Eruption Observed" 0 39 2417 6361 "Andesite / Basaltic Andesite" " " " " " " " " " " " " " " " " " "
"99" 283040 "Ontakesan" "Japan, Taiwan, Marianas" "Honshu" "Japan" 35.893 137.48 "Subduction zone / Continental crust (>25 km)" "Complex" 3067 2014 6 "Eruption Observed" 176 2098 86634 8307889 "Andesite / Basaltic Andesite" "Basalt / Picro-Basalt" "Dacite" "Rhyolite" " " " " " " " " " " " "
"100" 351080 "Galeras" "South America" "Colombia" "Colombia" 1.22 -77.37 "Subduction zone / Continental crust (>25 km)" "Complex" 4276 2014 6 "Eruption Observed" 705 120817 630777 1700248 "Andesite / Basaltic Andesite" " " " " " " " " "Dacite" " " " " " " " "
"101" 264270 "Sirung" "Indonesia" "Lesser Sunda Islands" "Indonesia" -8.508 124.13 "Subduction zone / Crustal thickness unknown" "Complex" 862 2015 5 "Eruption Observed" 5966 19334 69744 418756 "Andesite / Basaltic Andesite" "Basalt / Picro-Basalt" " " " " " " " " " " " " " " " "
"102" 283020 "Hakoneyama" "Japan, Taiwan, Marianas" "Honshu" "Japan" 35.233 139.021 "Subduction zone / Continental crust (>25 km)" "Complex" 1438 2015 5 "Eruption Dated" 14140 53755 1543563 30282197 "Andesite / Basaltic Andesite" "Basalt / Picro-Basalt" "Dacite" " " " " " " " " " " " " " "
"103" 252010 "Langila" "Melanesia and Australia" "New Britain" "Papua New Guinea" -5.525 148.42 "Subduction zone / Continental crust (>25 km)" "Complex" 1330 2018 2 "Eruption Observed" 213 3653 11641 45698 "Basalt / Picro-Basalt" "Andesite / Basaltic Andesite" " " " " " " " " " " " " " " " "
"104" 263200 "Dieng Volcanic Complex" "Indonesia" "Java" "Indonesia" -7.2 109.879 "Subduction zone / Continental crust (>25 km)" "Complex" 2565 2018 2 "Eruption Observed" 1092929 1092929 1886942 24381814 "Andesite / Basaltic Andesite" "Basalt / Picro-Basalt" " " " " " " " " " " " " " " " "
"105" 261140 "Marapi" "Indonesia" "Sumatra" "Indonesia" -0.38 100.474 "Subduction zone / Continental crust (>25 km)" "Complex" 2885 2018 2 "Eruption Observed" 706 57453 818039 4059773 "Andesite / Basaltic Andesite" "Trachyandesite / Basaltic Trachyandesite" "Basalt / Picro-Basalt" " " " " " " " " " " " " " "
"106" 283110 "Asamayama" "Japan, Taiwan, Marianas" "Honshu" "Japan" 36.406 138.523 "Subduction zone / Continental crust (>25 km)" "Complex" 2568 2019 1 "Eruption Observed" 583 22371 457576 7629353 "Andesite / Basaltic Andesite" "Dacite" " " " " " " " " " " " " " " " "
"107" 268010 "Dukono" "Indonesia" "Halmahera" "Indonesia" 1.693 127.894 "Subduction zone / Oceanic crust (< 15 km)" "Complex" 1229 2020 0 "Eruption Observed" 1575 3348 101506 393070 "Andesite / Basaltic Andesite" "Trachyte / Trachydacite" "Basalt / Picro-Basalt" " " " " " " " " " " " " " "
"108" 264050 "Sangeang Api" "Indonesia" "Lesser Sunda Islands" "Indonesia" -8.2 119.07 "Subduction zone / Continental crust (>25 km)" "Complex" 1912 2020 0 "Eruption Observed" 204 1155 39301 809132 "Trachybasalt / Tephrite Basanite" "Trachyandesite / Basaltic Trachyandesite" "Basalt / Picro-Basalt" " " " " " " " " " " " " " "
"109" 345020 "Rincon de la Vieja" "México and Central America" "Costa Rica" "Costa Rica" 10.83 -85.324 "Subduction zone / Continental crust (>25 km)" "Complex" 1916 2020 0 "Eruption Observed" 271 1428 78668 659105 "Andesite / Basaltic Andesite" "Rhyolite" "Dacite" " " " " " " " " " " " " " "
"110" 342110 "Pacaya" "México and Central America" "Guatemala" "Guatemala" 14.382 -90.601 "Subduction zone / Continental crust (>25 km)" "Complex" 2569 2020 0 "Eruption Observed" 4250 53579 2454482 7033094 "Basalt / Picro-Basalt" "Dacite" "Rhyolite" "Andesite / Basaltic Andesite" " " "Trachyandesite / Basaltic Trachyandesite" " " " " " " " "
"111" 252021 "Mundua" "Melanesia and Australia" "New Britain" "Papua New Guinea" -4.624 149.339 "Subduction zone / Continental crust (>25 km)" "Complex" 171 NA NA "Evidence Credible" 489 501 6406 9419 "Basalt / Picro-Basalt" " " " " " " " " " " " " " " " " " "
"112" 251060 "Umboi" "Melanesia and Australia" "Northeast of New Guinea" "Papua New Guinea" -5.589 147.875 "Subduction zone / Continental crust (>25 km)" "Complex" 1548 NA NA "Evidence Credible" 249 1127 5585 83275 "Basalt / Picro-Basalt" "Andesite / Basaltic Andesite" " " " " " " "Dacite" " " " " " " " "
"113" 222070 "Homa Mountain" "Africa and Red Sea" "Africa (eastern)" "Kenya" -0.38 34.5 "Rift zone / Continental crust (>25 km)" "Complex" 1751 NA NA "Evidence Credible" 16124 60670 628701 10069120 "Foidite" "Phonolite" " " " " " " " " " " " " " " " "
"114" 272010 "Cuernos de Negros" "Philippines and SE Asia" "Central Philippines" "Philippines" 9.25 123.17 "Subduction zone / Continental crust (>25 km)" "Complex" 1862 NA NA "Unrest / Holocene" 1458 39681 531644 2960980 "Andesite / Basaltic Andesite" "Dacite" "Basalt / Picro-Basalt" " " " " " " " " " " " " " "
"115" 272030 "Mandalagan" "Philippines and SE Asia" "Central Philippines" "Philippines" 10.65 123.25 "Subduction zone / Continental crust (>25 km)" "Complex" 1885 NA NA "Unrest / Holocene" 563 6491 765974 9390672 "Andesite / Basaltic Andesite" "Dacite" "Basalt / Picro-Basalt" " " " " " " " " " " " " " "
"116" 300058 "Asacha" "Kamchatka and Mainland Asia" "Kamchatka Peninsula" "Russia" 52.355 157.827 "Subduction zone / Continental crust (>25 km)" "Complex" 1910 NA NA "Evidence Credible" 0 0 34 238467 "Basalt / Picro-Basalt" "Andesite / Basaltic Andesite" " " " " " " "Dacite" "Rhyolite" " " " " " "
"117" 273050 "Banahaw" "Philippines and SE Asia" "Luzon" "Philippines" 14.07 121.48 "Subduction zone / Continental crust (>25 km)" "Complex" 2158 NA NA "Evidence Credible" 754 93134 1698285 23837289 "Andesite / Basaltic Andesite" "Basalt / Picro-Basalt" "Dacite" " " " " " " " " " " " " " "
"118" 222080 "Eburru, Ol Doinyo" "Africa and Red Sea" "Africa (eastern)" "Kenya" -0.65 36.22 "Rift zone / Continental crust (>25 km)" "Complex" 2856 NA NA "Evidence Credible" 460 9365 323529 7992639 "Rhyolite" "Phonolite" "Trachyte / Trachydacite" " " " " " " " " " " " " " "
"119" 261130 "Talakmau" "Indonesia" "Sumatra" "Indonesia" 0.079 99.98 "Subduction zone / Continental crust (>25 km)" "Complex" 2919 NA NA "Evidence Credible" 75 3261 352639 2728121 "Andesite / Basaltic Andesite" "Dacite" " " " " " " " " " " " " " " " "
"120" 263330 "Iyang-Argapura" "Indonesia" "Java" "Indonesia" -7.97 113.57 "Subduction zone / Continental crust (>25 km)" "Complex" 3088 NA NA "Evidence Credible" 372 11959 1601344 10538031 "Andesite / Basaltic Andesite" "Basalt / Picro-Basalt" " " " " " " " " " " " " " " " "
"121" 355122 "Bayo Gorbea, Cerro" "South America" "Northern Chile, Bolivia and Argentina" "Chile-Argentina" -25.414 -68.588 "Subduction zone / Continental crust (>25 km)" "Complex" 5413 NA NA "Evidence Credible" 0 26 288 7824 "Andesite / Basaltic Andesite" "Dacite" " " " " " " " " " " " " " " " "
"122" 352004 "Imbabura" "South America" "Ecuador" "Ecuador" 0.258 -78.183 "Subduction zone / Continental crust (>25 km)" "Compound" 4609 -5550 7570 "Eruption Dated" 538 96294 477043 3245887 "Andesite / Basaltic Andesite" "Dacite" " " " " " " " " " " " " " " " "
"123" 352006 "Cayambe" "South America" "Ecuador" "Ecuador" 0.029 -77.986 "Subduction zone / Continental crust (>25 km)" "Compound" 5790 1786 234 "Eruption Observed" 70 1148 109630 3154986 "Andesite / Basaltic Andesite" "Dacite" " " " " " " "Rhyolite" " " " " " " " "
"124" 300261 "Ushkovsky" "Kamchatka and Mainland Asia" "Kamchatka Peninsula" "Russia" 56.113 160.509 "Subduction zone / Continental crust (>25 km)" "Compound" 3943 1890 130 "Eruption Observed" 0 0 292 12461 "Basalt / Picro-Basalt" "Andesite / Basaltic Andesite" " " " " " " " " " " " " " " " "
"125" 272080 "Biliran" "Philippines and SE Asia" "Central Philippines" "Philippines" 11.523 124.535 "Subduction zone / Continental crust (>25 km)" "Compound" 1301 1939 81 "Eruption Observed" 4612 78799 254519 3177850 "Andesite / Basaltic Andesite" "Basalt / Picro-Basalt" " " " " " " " " " " " " " " " "
"126" 254010 "Lihir" "Melanesia and Australia" "New Ireland" "Papua New Guinea" -3.125 152.642 "Subduction zone / Crustal thickness unknown" "Compound" 700 NA NA "Evidence Credible" 959 2592 3562 32340 "Trachybasalt / Tephrite Basanite" "Basalt / Picro-Basalt" " " " " " " "Trachyandesite / Basaltic Trachyandesite" "Phono-tephrite /  Tephri-phonolite" " " " " " "
"127" 273020 "Pocdol Mountains" "Philippines and SE Asia" "Luzon" "Philippines" 13.05 123.958 "Subduction zone / Continental crust (>25 km)" "Compound" 1102 NA NA "Unrest / Holocene" 2281 116612 808931 3440360 "Andesite / Basaltic Andesite" "Basalt / Picro-Basalt" " " " " " " "Dacite" " " " " " " " "
"128" 261200 "Hululais" "Indonesia" "Sumatra" "Indonesia" -3.247 102.239 "Subduction zone / Continental crust (>25 km)" "Compound" 2122 NA NA "Unrest / Holocene" 9 21 45038 1566370 "Basalt / Picro-Basalt" "Andesite / Basaltic Andesite" " " " " " " " " " " " " " " " "
"129" 300110 "Dzenzursky" "Kamchatka and Mainland Asia" "Kamchatka Peninsula" "Russia" 53.637 158.922 "Subduction zone / Continental crust (>25 km)" "Compound" 2285 NA NA "Evidence Credible" 0 0 110 250934 "Andesite / Basaltic Andesite" "Dacite" " " " " " " " " " " " " " " " "
"130" 273088 "Ambalatungan Group" "Philippines and SE Asia" "Luzon" "Philippines" 17.32 121.1 "Subduction zone / Continental crust (>25 km)" "Compound" 2329 NA NA "Unrest / Holocene" 493 3803 55724 4652400 "Dacite" "Andesite / Basaltic Andesite" " " " " " " " " " " " " " " " "
"131" 371060 "Grimsnes" "Iceland and Arctic Ocean" "Iceland (southwestern)" "Iceland" 64.05 -20.883 "Rift zone / Oceanic crust (< 15 km)" "Crater rows" 200 -3500 5520 "Eruption Dated" 6253 6253 11236 197798 "Basalt / Picro-Basalt" " " " " " " " " " " " " " " " " " "
"132" 371050 "Hengill" "Iceland and Arctic Ocean" "Iceland (southwestern)" "Iceland" 64.083 -21.416 "Rift zone / Oceanic crust (< 15 km)" "Crater rows" 803 150 1870 "Eruption Dated" 5722 5722 124106 204855 "Basalt / Picro-Basalt" "Andesite / Basaltic Andesite" "Rhyolite" " " " " " " " " " " " " " "
"133" 371030 "Krysuvik" "Iceland and Arctic Ocean" "Iceland (southwestern)" "Iceland" 63.883 -22.083 "Rift zone / Oceanic crust (< 15 km)" "Crater rows" 360 1340 680 "Eruption Observed" 29070 29070 164484 195915 "Basalt / Picro-Basalt" " " " " " " " " " " " " " " " " " "
"134" 371040 "Brennisteinsfjoll" "Iceland and Arctic Ocean" "Iceland (southwestern)" "Iceland" 63.933 -21.783 "Rift zone / Oceanic crust (< 15 km)" "Crater rows" 610 1341 679 "Eruption Observed" 33526 33526 163469 203012 "Basalt / Picro-Basalt" " " " " " " " " " " " " " " " " " "
"135" 371020 "Reykjanes" "Iceland and Arctic Ocean" "Iceland (southwestern)" "Iceland" 63.85 -22.566 "Rift zone / Oceanic crust (< 15 km)" "Crater rows" 140 1831 189 "Eruption Observed" 13995 13995 15542 192922 "Basalt / Picro-Basalt" " " " " " " " " " " " " " " " " " "
"136" 383040 "Gran Canaria" "Atlantic Ocean" "Canary Islands" "Spain" 28 -15.58 "Intraplate / Intermediate crust (15-25 km)" "Fure vent" 1950 40 1980 "Eruption Dated" 1101 8049 697199 1119998 "Trachybasalt / Tephrite Basanite" "Phono-tephrite /  Tephri-phonolite" "Phonolite" "Trachyte / Trachydacite" "Basalt / Picro-Basalt" " " " " " " " " " "
"137" 370030 "Ljosufjoll" "Iceland and Arctic Ocean" "Iceland (western)" "Iceland" 64.9 -22.483 "Rift zone / Oceanic crust (< 15 km)" "Fure vent" 1063 960 1060 "Eruption Dated" 713 713 1511 192797 "Basalt / Picro-Basalt" "Rhyolite" "Trachyte / Trachydacite" "Trachyandesite / Basaltic Trachyandesite" "Trachybasalt / Tephrite Basanite" " " " " " " " " " "
"138" 344092 "Nejapa-Miraflores" "México and Central America" "Nicaragua" "Nicaragua" 12.12 -86.32 "Subduction zone / Continental crust (>25 km)" "Fure vent" 360 1060 960 "Eruption Dated" 295906 870837 1610426 3062823 "Basalt / Picro-Basalt" "Andesite / Basaltic Andesite" " " " " " " "Dacite" " " " " " " " "
"139" 383060 "Lanzarote" "Atlantic Ocean" "Canary Islands" "Spain" 29.03 -13.63 "Intraplate / Intermediate crust (15-25 km)" "Fure vent" 670 1824 196 "Eruption Observed" 19033 80515 164123 225373 "Basalt / Picro-Basalt" "Trachybasalt / Tephrite Basanite" "Trachyandesite / Basaltic Trachyandesite" " " " " "Trachyte / Trachydacite" " " " " " " " "
"140" 221122 "Manda-Inakir" "Africa and Red Sea" "Africa (northeastern) and Red Sea" "Ethiopia-Djibouti" 12.38 42.2 "Rift zone / Intermediate crust (15-25 km)" "Fure vent" 600 1928 92 "Eruption Observed" 116 1130 15991 223924 "Basalt / Picro-Basalt" "Trachybasalt / Tephrite Basanite" " " " " " " " " " " " " " " " "
"141" 221126 "Ardoukoba" "Africa and Red Sea" "Africa (northeastern) and Red Sea" "Djibouti" 11.58 42.47 "Rift zone / Intermediate crust (15-25 km)" "Fure vent" 298 1978 42 "Eruption Observed" 2895 2895 6898 560146 "Basalt / Picro-Basalt" "Trachybasalt / Tephrite Basanite" "Rhyolite" " " " " " " " " " " " " " "
"142" 221060 "Alu-Dalafilla" "Africa and Red Sea" "Africa (northeastern) and Red Sea" "Ethiopia" 13.793 40.553 "Rift zone / Intermediate crust (15-25 km)" "Fure vent" 578 2008 12 "Eruption Observed" 0 9 11209 478054 "Basalt / Picro-Basalt" "Andesite / Basaltic Andesite" "Trachyte / Trachydacite" "Rhyolite" " " " " " " " " " " " "
"143" 344101 "Granada" "México and Central America" "Nicaragua" "Nicaragua" 11.92 -85.98 "Subduction zone / Continental crust (>25 km)" "Fure vent" 300 NA NA "Evidence Credible" 105952 137880 678798 2722372 "Basalt / Picro-Basalt" " " " " " " " " "Dacite" " " " " " " " "
"144" 383050 "Fuerteventura" "Atlantic Ocean" "Canary Islands" "Spain" 28.358 -14.02 "Intraplate / Intermediate crust (15-25 km)" "Fure vent" 529 NA NA "Evidence Credible" 1432 8752 52038 226781 "Basalt / Picro-Basalt" "Trachybasalt / Tephrite Basanite" "Foidite" "Trachyandesite / Basaltic Trachyandesite" " " " " " " " " " " " "
"145" 344131 "Esteli" "México and Central America" "Nicaragua" "Nicaragua" 13.17 -86.4 "Subduction zone / Continental crust (>25 km)" "Fure vent" 899 NA NA "Evidence Uncertain" 133804 133804 246244 2574633 "Basalt / Picro-Basalt" " " " " " " " " " " " " " " " " " "
"146" 221220 "Bishoftu Volcanic Field" "Africa and Red Sea" "Africa (northeastern) and Red Sea" "Ethiopia" 8.78 38.98 "Rift zone / Continental crust (>25 km)" "Fure vent" 1850 NA NA "Evidence Credible" 310101 310101 662037 7986826 "Basalt / Picro-Basalt" "Rhyolite" " " " " " " " " " " " " " " " "
"147" 221260 "Butajiri-Silti Field" "Africa and Red Sea" "Africa (northeastern) and Red Sea" "Ethiopia" 8.05 38.35 "Rift zone / Continental crust (>25 km)" "Fure vent" 2281 NA NA "Evidence Credible" 431631 431631 889323 7096283 "Basalt / Picro-Basalt" " " " " " " " " " " " " " " " " " "
"148" 255020 "Bagana" "Melanesia and Australia" "Bougainville and Solomon Islands" "Papua New Guinea" -6.137 155.196 "Subduction zone / Crustal thickness unknown" "Lava cone" 1855 2020 0 "Eruption Observed" 198 404 7861 115257 "Andesite / Basaltic Andesite" " " " " " " " " " " " " " " " " " "
"149" 355105 "Tilocalar" "South America" "Northern Chile, Bolivia and Argentina" "Chile" -23.97 -68.13 "Subduction zone / Continental crust (>25 km)" "Lava cone" 3109 NA NA "Evidence Uncertain" 5 9 487 6154 "Andesite / Basaltic Andesite" " " " " " " " " " " " " " " " " " "
